Unnamed: 0,ID_3,ID,ANHO_PLAN,ANHO-SIES,ANHO_SIES_CARR,ANHO_SIES_JOR,COD_PLA,ANHO,AÑO BÚSQUEDA SIES,Column6,PLAN_NOMBRE,JORNADA USACH,JORNADA SIES,ESTADO JORNADA,LLAVE,SIES_CARR,SIES,LLAVE SIES,PROGRAMA SIES,ID.1,OBSERVACIÓN,COD_PLAN2,COD CARRERA,Nombre carrera,REPLICA COD_SIES,DURACIÓN,Tipo Carrera  ,Nombre Título  ,COD_DEPTO,COD_DEPTO_2,COD_FAC,Columna2,FACULTAD,Columna1
7079.0,CCIV-2025-16,1021-2025,2025-1021,2025-I71S1C90J2V1,2025-I71S1C90,2025-I71S1C90J2,1021.0,2025.0,2025.0,,CONSTRUCCIÓN CIVIL,2.0,2.0,OK,10212025.0,I71S1C90,I71S1C90J2V1,2025I71S1C90J2V1,PLAN ESPECIAL CONSTRUCCION CIVIL,2025CCIV,,1021.0,CCIV,CONSTRUCCIÓN CIVIL,I71S1C90J2V1,16.0,S/I,S/I,49.0,49.0,40.0,DPTO DE ING. EN OBRAS CIVILES,FACULTAD DE INGENIERÍA,40.0
7080.0,CCIV-2025-16,1022-2025,2025-1022,2025-I71S1C90J2V1,2025-I71S1C90,2025-I71S1C90J2,1022.0,2025.0,2025.0,,CONSTRUCCIÓN CIVIL (V) -PARA EJECUCIÓN-,2.0,2.0,OK,10222025.0,I71S1C90,I71S1C90J2V1,2025I71S1C90J2V1,PLAN ESPECIAL CONSTRUCCION CIVIL,2025CCIV,,1022.0,CCIV,CONSTRUCCIÓN CIVIL,I71S1C90J2V1,16.0,S/I,S/I,49.0,49.0,40.0,DPTO DE ING. EN OBRAS CIVILES,FACULTAD DE INGENIERÍA,40.0
7081.0,CCIV-2025-16,1023-2025,2025-1023,2025-I71S1C90J2V1,2025-I71S1C90,2025-I71S1C90J2,1023.0,2025.0,2025.0,,CONSTRUCCIÓN CIVIL,2.0,2.0,OK,10232025.0,I71S1C90,I71S1C90J2V1,2025I71S1C90J2V1,PLAN ESPECIAL CONSTRUCCION CIVIL,2025CCIV,,1023.0,CCIV,CONSTRUCCIÓN CIVIL,I71S1C90J2V1,16.0,S/I,S/I,49.0,49.0,40.0,DPTO DE ING. EN OBRAS CIVILES,FACULTAD DE INGENIERÍA,40.0
7082.0,ICMIN-2025-12,1067-2025,2025-1067,2025-I71S1C17J1V1,2025-I71S1C17,2025-I71S1C17J1,1067.0,2025.0,2025.0,,INGENIERÍA CIVIL MINAS,1.0,1.0,OK,10672025.0,I71S1C17,I71S1C17J1V1,2025I71S1C17J1V1,INGENIERIA CIVIL EN MINAS,2025ICMIN,,1067.0,ICMIN,INGENIERÍA CIVIL EN MINAS,I71S1C17J1V1,12.0,S/I,S/I,48.0,48.0,40.0,DPTO DE INGENIERÍA EN MINAS,FACULTAD DE INGENIERÍA,40.0
7083.0,ICOBR-2022-6,1268-2022,2025-1268,2025-I71S1C156J2V3,2025-I71S1C156,2025-I71S1C156J2,1268.0,2025.0,2022.0,,INGENIERÍA CIVIL EN OBRAS CIVILES (PROSECUCIÓN DE ESTUDIOS),2.0,2.0,OK,12682025.0,I71S1C156,I71S1C156J2V3,2025I71S1C156J2V3,PLAN ESPECIAL INGENIERIA CIVIL EN OBRAS CIVILES,2022ICOBR,,1268.0,ICOBR,INGENIERÍA CIVIL EN OBRAS CIVILES,I71S1C156J2V3,6.0,S/I,S/I,49.0,49.0,40.0,DPTO DE ING. EN OBRAS CIVILES,FACULTAD DE INGENIERÍA,40.0
7084.0,INGBIO-2025-10,1340-2025,2025-1340,2025-I71S1C141J1V1,2025-I71S1C141,2025-I71S1C141J1,1340.0,2025.0,2025.0,,INGENIERÍA EN BIOTECNOLOGÍA,1.0,1.0,OK,13402025.0,I71S1C141,I71S1C141J1V1,2025I71S1C141J1V1,INGENIERIA EN BIOTECNOLOGIA,2025INGBIO,,1340.0,INGBIO,INGENIERÍA EN BIOTECNOLOGÍA,I71S1C141J1V1,10.0,S/I,S/I,47.0,47.0,40.0,DPTO DE INGENIERÍA QUÍMICA,FACULTAD DE INGENIERÍA,40.0
7085.0,INGAMB-2025-10,1341-2025,2025-1341,2025-I71S1C34J1V1,2025-I71S1C34,2025-I71S1C34J1,1341.0,2025.0,2025.0,,INGENIERÍA AMBIENTAL,1.0,1.0,OK,13412025.0,I71S1C34,I71S1C34J1V1,2025I71S1C34J1V1,INGENIERIA AMBIENTAL,2025INGAMB,,1341.0,INGAMB,INGENIERÍA AMBIENTAL,I71S1C34J1V1,10.0,S/I,S/I,43.0,43.0,40.0,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40.0
7086.0,IECLIM-2025-8,1349-2025,2025-1349,2025-I71S1C35J1V1,2025-I71S1C35,2025-I71S1C35J1,1349.0,2025.0,2025.0,,"INGENIERÍA DE EJECUCIÓN EN CLIMATIZACIÓN (CALEFACCIÓN, REFRIGERACIÓN Y AIRE ACONDICIONADO)",1.0,1.0,OK,13492025.0,I71S1C35,I71S1C35J1V1,2025I71S1C35J1V1,"INGENIERIA DE EJECUCION EN CLIMATIZACION (CALEFACCION, REFRIGERACION Y AIRE ACONDICIONADO)",2025IECLIM,,1349.0,IECLIM,INGENIERÍA DE EJECUCIÓN EN CLIMATIZACIÓN,I71S1C35J1V1,8.0,S/I,S/I,44.0,44.0,40.0,DPTO DE INGENIERÍA MECÁNICA,FACULTAD DE INGENIERÍA,40.0
7087.0,IEELEC-2025-8,1351-2025,2025-1351,2025-I71S1C25J1V1,2025-I71S1C25,2025-I71S1C25J1,1351.0,2025.0,2025.0,,INGENIERÍA DE EJECUCIÓN EN ELECTRICIDAD,1.0,1.0,OK,13512025.0,I71S1C25,I71S1C25J1V1,2025I71S1C25J1V1,INGENIERIA DE EJECUCION EN ELECTRICIDAD,2025IEELEC,,1351.0,IEELEC,INGENIERÍA DE EJECUCIÓN EN ELECTRICIDAD,I71S1C25J1V1,8.0,S/I,S/I,41.0,41.0,40.0,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40.0
7088.0,IEGEOM-2025-8,1352-2025,2025-1352,2025-I71S1C27J1V1,2025-I71S1C27,2025-I71S1C27J1,1352.0,2025.0,2025.0,,INGENIERÍA DE EJECUCIÓN EN GEOMENSURA,1.0,1.0,OK,13522025.0,I71S1C27,I71S1C27J1V1,2025I71S1C27J1V1,INGENIERIA DE EJECUCION EN GEOMENSURA,2025IEGEOM,,1352.0,IEGEOM,INGENIERÍA DE EJECUCIÓN EN GEOMENSURA,I71S1C27J1V1,8.0,S/I,S/I,43.0,43.0,40.0,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40.0
7089.0,IEINF-2025-8,1353-2025,2025-1353,2025-I71S1C24J1V1,2025-I71S1C24,2025-I71S1C24J1,1353.0,2025.0,2025.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,13532025.0,I71S1C24,I71S1C24J1V1,2025I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2025IEINF,,1353.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,8.0,S/I,S/I,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
7090.0,IEIND-2025-8,1354-2025,2025-1354,2025-I71S1C31J1V1,2025-I71S1C31,2025-I71S1C31J1,1354.0,2025.0,2025.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,13542025.0,I71S1C31,I71S1C31J1V1,2025I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2025IEIND,,1354.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,S/I,S/I,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
7091.0,IEMEC-2025-8,1355-2025,2025-1355,2025-I71S1C32J1V1,2025-I71S1C32,2025-I71S1C32J1,1355.0,2025.0,2025.0,,INGENIERÍA DE EJECUCIÓN EN MECÁNICA,1.0,1.0,OK,13552025.0,I71S1C32,I71S1C32J1V1,2025I71S1C32J1V1,INGENIERIA DE EJECUCION EN MECANICA,2025IEMEC,,1355.0,IEMEC,INGENIERÍA DE EJECUCIÓN EN MECÁNICA,I71S1C32J1V1,8.0,S/I,S/I,44.0,44.0,40.0,DPTO DE INGENIERÍA MECÁNICA,FACULTAD DE INGENIERÍA,40.0
7092.0,IEMET-2025-8,1356-2025,2025-1356,2025-I71S1C28J1V1,2025-I71S1C28,2025-I71S1C28J1,1356.0,2025.0,2025.0,,INGENIERÍA DE EJECUCIÓN EN METALURGIA,1.0,1.0,OK,13562025.0,I71S1C28,I71S1C28J1V1,2025I71S1C28J1V1,INGENIERIA DE EJECUCION EN METALURGIA,2025IEMET,,1356.0,IEMET,INGENIERÍA DE EJECUCIÓN EN METALURGIA,I71S1C28J1V1,8.0,S/I,S/I,42.0,42.0,40.0,DPTO DE INGENIERÍA METALÚRGICA,FACULTAD DE INGENIERÍA,40.0
7093.0,IEMIN-2025-8,1357-2025,2025-1357,2025-I71S1C29J1V1,2025-I71S1C29,2025-I71S1C29J1,1357.0,2025.0,2025.0,,INGENIERÍA DE EJECUCIÓN EN MINAS,1.0,1.0,OK,13572025.0,I71S1C29,I71S1C29J1V1,2025I71S1C29J1V1,INGENIERIA DE EJECUCION EN MINAS,2025IEMIN,,1357.0,IEMIN,INGENIERÍA DE EJECUCIÓN EN MINAS,I71S1C29J1V1,8.0,S/I,S/I,48.0,48.0,40.0,DPTO DE INGENIERÍA EN MINAS,FACULTAD DE INGENIERÍA,40.0
7094.0,IEQUIM-2025-8,1359-2025,2025-1359,2025-I71S1C30J1V1,2025-I71S1C30,2025-I71S1C30J1,1359.0,2025.0,2025.0,,INGENIERÍA DE EJECUCIÓN EN QUÍMICA,1.0,1.0,OK,13592025.0,I71S1C30,I71S1C30J1V1,2025I71S1C30J1V1,INGENIERIA DE EJECUCION EN QUIMICA,2025IEQUIM,,1359.0,IEQUIM,INGENIERÍA DE EJECUCIÓN EN QUÍMICA,I71S1C30J1V1,8.0,S/I,S/I,47.0,47.0,40.0,DPTO DE INGENIERÍA QUÍMICA,FACULTAD DE INGENIERÍA,40.0
7095.0,ICELEC-2025-12,1361-2025,2025-1361,2025-I71S1C14J1V1,2025-I71S1C14,2025-I71S1C14J1,1361.0,2025.0,2025.0,,INGENIERÍA CIVIL EN ELECTRICIDAD,1.0,1.0,OK,13612025.0,I71S1C14,I71S1C14J1V1,2025I71S1C14J1V1,INGENIERIA CIVIL EN ELECTRICIDAD,2025ICELEC,,1361.0,ICELEC,INGENIERÍA CIVIL EN ELECTRICIDAD,I71S1C14J1V1,12.0,S/I,S/I,41.0,41.0,40.0,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40.0
7096.0,ICGEOG-2025-12,1362-2025,2025-1362,2025-I71S1C15J1V1,2025-I71S1C15,2025-I71S1C15J1,1362.0,2025.0,2025.0,,INGENIERÍA CIVIL EN GEOGRAFÍA,1.0,1.0,OK,13622025.0,I71S1C15,I71S1C15J1V1,2025I71S1C15J1V1,INGENIERIA CIVIL EN GEOGRAFIA,2025ICGEOG,,1362.0,ICGEOG,INGENIERÍA CIVIL EN GEOGRAFÍA,I71S1C15J1V1,12.0,S/I,S/I,43.0,43.0,40.0,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40.0
7097.0,ICINF-2025-12,1363-2025,2025-1363,2025-I71S1C16J1V1,2025-I71S1C16,2025-I71S1C16J1,1363.0,2025.0,2025.0,,INGENIERÍA CIVIL EN INFORMÁTICA,1.0,1.0,OK,13632025.0,I71S1C16,I71S1C16J1V1,2025I71S1C16J1V1,INGENIERIA CIVIL EN INFORMATICA,2025ICINF,,1363.0,ICINF,INGENIERÍA CIVIL EN INFORMÁTICA,I71S1C16J1V1,12.0,S/I,S/I,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
7098.0,ICIND-2025-12,1364-2025,2025-1364,2025-I71S1C19J1V1,2025-I71S1C19,2025-I71S1C19J1,1364.0,2025.0,2025.0,,INGENIERÍA CIVIL INDUSTRIAL,1.0,1.0,OK,13642025.0,I71S1C19,I71S1C19J1V1,2025I71S1C19J1V1,INGENIERIA CIVIL INDUSTRIAL,2025ICIND,,1364.0,ICIND,INGENIERÍA CIVIL EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C19J1V1,12.0,S/I,S/I,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
7099.0,ICMEC-2025-12,1365-2025,2025-1365,2025-I71S1C20J1V1,2025-I71S1C20,2025-I71S1C20J1,1365.0,2025.0,2025.0,,INGENIERÍA CIVIL EN MECÁNICA,1.0,1.0,OK,13652025.0,I71S1C20,I71S1C20J1V1,2025I71S1C20J1V1,INGENIERIA CIVIL EN MECANICA,2025ICMEC,,1365.0,ICMEC,INGENIERÍA CIVIL EN MECÁNICA,I71S1C20J1V1,12.0,S/I,S/I,44.0,44.0,40.0,DPTO DE INGENIERÍA MECÁNICA,FACULTAD DE INGENIERÍA,40.0
7100.0,ICMET-2025-12,1366-2025,2025-1366,2025-I71S1C21J1V1,2025-I71S1C21,2025-I71S1C21J1,1366.0,2025.0,2025.0,,INGENIERÍA CIVIL EN METALURGIA,1.0,1.0,OK,13662025.0,I71S1C21,I71S1C21J1V1,2025I71S1C21J1V1,INGENIERIA CIVIL EN METALURGIA,2025ICMET,,1366.0,ICMET,INGENIERÍA CIVIL EN METALURGIA,I71S1C21J1V1,12.0,S/I,S/I,42.0,42.0,40.0,DPTO DE INGENIERÍA METALÚRGICA,FACULTAD DE INGENIERÍA,40.0
7101.0,ICMIN-2025-12,1367-2025,2025-1367,2025-I71S1C17J1V1,2025-I71S1C17,2025-I71S1C17J1,1367.0,2025.0,2025.0,,INGENIERÍA CIVIL EN MINAS,1.0,1.0,OK,13672025.0,I71S1C17,I71S1C17J1V1,2025I71S1C17J1V1,INGENIERIA CIVIL EN MINAS,2025ICMIN,,1367.0,ICMIN,INGENIERÍA CIVIL EN MINAS,I71S1C17J1V1,12.0,S/I,S/I,48.0,48.0,40.0,DPTO DE INGENIERÍA EN MINAS,FACULTAD DE INGENIERÍA,40.0
7102.0,ICOBR-2025-12,1368-2025,2025-1368,2025-I71S1C18J1V1,2025-I71S1C18,2025-I71S1C18J1,1368.0,2025.0,2025.0,,INGENIERÍA CIVIL EN OBRAS CIVILES,1.0,1.0,OK,13682025.0,I71S1C18,I71S1C18J1V1,2025I71S1C18J1V1,INGENIERIA CIVIL EN OBRAS CIVILES,2025ICOBR,,1368.0,ICOBR,INGENIERÍA CIVIL EN OBRAS CIVILES,I71S1C18J1V1,12.0,S/I,S/I,49.0,49.0,40.0,DPTO DE ING. EN OBRAS CIVILES,FACULTAD DE INGENIERÍA,40.0
7103.0,ICQUIM-2025-12,1369-2025,2025-1369,2025-I71S1C22J1V1,2025-I71S1C22,2025-I71S1C22J1,1369.0,2025.0,2025.0,,INGENIERÍA CIVIL EN QUÍMICA,1.0,1.0,OK,13692025.0,I71S1C22,I71S1C22J1V1,2025I71S1C22J1V1,INGENIERIA CIVIL EN QUIMICA,2025ICQUIM,,1369.0,ICQUIM,INGENIERÍA CIVIL EN QUÍMICA,I71S1C22J1V1,12.0,S/I,S/I,47.0,47.0,40.0,DPTO DE INGENIERÍA QUÍMICA,FACULTAD DE INGENIERÍA,40.0
7104.0,ICBIO-2025-10,1440-2025,2025-1440,2025-I71S1C779J1V1,2025-I71S1C779,2025-I71S1C779J1,1440.0,2025.0,2025.0,,INGENIERÍA CIVIL EN BIOTECNOLOGÍA,1.0,1.0,OK,14402025.0,I71S1C779,I71S1C779J1V1,2025I71S1C779J1V1,INGENIERIA CIVIL EN BIOTECNOLOGIA,2025ICBIO,,1440.0,ICBIO,INGENIERÍA CIVIL EN BIOTECNOLOGÍA,I71S1C779J1V1,10.0,S/I,S/I,47.0,47.0,40.0,DPTO DE INGENIERÍA QUÍMICA,FACULTAD DE INGENIERÍA,40.0
7105.0,ICAMB-2025-10,1441-2025,2025-1441,2025-I71S1C777J1V1,2025-I71S1C777,2025-I71S1C777J1,1441.0,2025.0,2025.0,,INGENIERÍA CIVIL EN AMBIENTE,1.0,1.0,OK,14412025.0,I71S1C777,I71S1C777J1V1,2025I71S1C777J1V1,INGENIERIA CIVIL EN AMBIENTE,2025ICAMB,,1441.0,ICAMB,INGENIERÍA CIVIL EN AMBIENTE,I71S1C777J1V1,10.0,S/I,S/I,43.0,43.0,40.0,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40.0
7106.0,ICTEL-2025-10,1442-2025,2025-1442,2025-I71S1C781J1V1,2025-I71S1C781,2025-I71S1C781J1,1442.0,2025.0,2025.0,,INGENIERÍA CIVIL EN TELEMÁTICA,1.0,1.0,OK,14422025.0,I71S1C781,I71S1C781J1V1,2025I71S1C781J1V1,INGENIERIA CIVIL EN TELEMATICA,2025ICTEL,,1442.0,ICTEL,INGENIERÍA CIVIL EN TELEMÁTICA,I71S1C781J1V1,10.0,S/I,S/I,40.0,40.0,40.0,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40.0
7107.0,ICMECAT-2025-10,1443-2025,2025-1443,2025-I71S1C780J1V1,2025-I71S1C780,2025-I71S1C780J1,1443.0,2025.0,2025.0,,INGENIERÍA CIVIL MECATRÓNICA,1.0,1.0,OK,14432025.0,I71S1C780,I71S1C780J1V1,2025I71S1C780J1V1,INGENIERIA CIVIL MECATRONICA,2025ICMECAT,,1443.0,ICMECAT,INGENIERÍA CIVIL MECATRÓNICA,I71S1C780J1V1,10.0,S/I,S/I,40.0,40.0,40.0,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40.0
7108.0,ICBIOM-2025-10,1444-2025,2025-1444,2025-I71S1C778J1V1,2025-I71S1C778,2025-I71S1C778J1,1444.0,2025.0,2025.0,,INGENIERÍA CIVIL BIOMÉDICA,1.0,1.0,OK,14442025.0,I71S1C778,I71S1C778J1V1,2025I71S1C778J1V1,INGENIERIA CIVIL BIOMEDICA,2025ICBIOM,,1444.0,ICBIOM,INGENIERÍA CIVIL BIOMÉDICA,I71S1C778J1V1,10.0,S/I,S/I,40.0,40.0,40.0,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40.0
7109.0,IGEOGEO-2025-10,1445-2025,2025-1445,2025-I71S1C852J1V1,2025-I71S1C852,2025-I71S1C852J1,1445.0,2025.0,2025.0,,INGENIERÍA CIVIL EN GEOMENSURA Y GEOMÁTICA,1.0,1.0,OK,14452025.0,I71S1C852,I71S1C852J1V1,2025I71S1C852J1V1,INGENIERIA CIVIL EN GEOMENSURA Y GEOMATICA,2025IGEOGEO,,1445.0,IGEOGEO,INGENIERÍA CIVIL EN GEOMENSURA Y GEOMÁTICA,I71S1C852J1V1,10.0,S/I,S/I,43.0,43.0,40.0,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40.0
7110.0,IEELEC-2025-8,1451-2025,2025-1451,2025-I71S1C25J1V1,2025-I71S1C25,2025-I71S1C25J1,1451.0,2025.0,2025.0,,INGENIERÍA DE EJECUCIÓN EN ELECTRICIDAD,0.0,1.0,NO,14512025.0,I71S1C25,I71S1C25J1V1,2025I71S1C25J1V1,INGENIERIA DE EJECUCION EN ELECTRICIDAD,2025IEELEC,,1451.0,IEELEC,INGENIERÍA DE EJECUCIÓN EN ELECTRICIDAD,I71S1C25J1V1,8.0,S/I,S/I,41.0,41.0,40.0,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40.0
7111.0,IEIND-2025-8,1454-2025,2025-1454,2025-I71S1C31J1V1,2025-I71S1C31,2025-I71S1C31J1,1454.0,2025.0,2025.0,,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,0.0,1.0,NO,14542025.0,I71S1C31,I71S1C31J1V1,2025I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2025IEIND,,1454.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,S/I,S/I,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
7112.0,ICELEC-2025-11,1461-2025,2025-1461,2025-I71S1C14J1V2,2025-I71S1C14,2025-I71S1C14J1,1461.0,2025.0,2025.0,,INGENIERÍA CIVIL EN ELECTRICIDAD,1.0,1.0,OK,14612025.0,I71S1C14,I71S1C14J1V2,2025I71S1C14J1V2,INGENIERIA CIVIL EN ELECTRICIDAD,2025ICELEC,,1461.0,ICELEC,INGENIERÍA CIVIL EN ELECTRICIDAD,I71S1C14J1V2,11.0,S/I,S/I,41.0,41.0,40.0,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40.0
7113.0,ICGEOG-2025-11,1462-2025,2025-1462,2025-I71S1C15J1V2,2025-I71S1C15,2025-I71S1C15J1,1462.0,2025.0,2025.0,,INGENIERÍA CIVIL EN GEOGRAFÍA,1.0,1.0,OK,14622025.0,I71S1C15,I71S1C15J1V2,2025I71S1C15J1V2,INGENIERIA CIVIL EN GEOGRAFIA,2025ICGEOG,,1462.0,ICGEOG,INGENIERÍA CIVIL EN GEOGRAFÍA,I71S1C15J1V2,11.0,S/I,S/I,43.0,43.0,40.0,DPTO DE INGENIERÍA GEOGRÁFICA,FACULTAD DE INGENIERÍA,40.0
7114.0,ICINF-2025-11,1463-2025,2025-1463,2025-I71S1C16J1V2,2025-I71S1C16,2025-I71S1C16J1,1463.0,2025.0,2025.0,,INGENIERÍA CIVIL EN INFORMÁTICA,1.0,1.0,OK,14632025.0,I71S1C16,I71S1C16J1V2,2025I71S1C16J1V2,INGENIERIA CIVIL EN INFORMATICA,2025ICINF,,1463.0,ICINF,INGENIERÍA CIVIL EN INFORMÁTICA,I71S1C16J1V2,11.0,S/I,S/I,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
7115.0,ICIND-2025-11,1464-2025,2025-1464,2025-I71S1C19J1V2,2025-I71S1C19,2025-I71S1C19J1,1464.0,2025.0,2025.0,,INGENIERÍA CIVIL INDUSTRIAL,1.0,1.0,OK,14642025.0,I71S1C19,I71S1C19J1V2,2025I71S1C19J1V2,INGENIERIA CIVIL INDUSTRIAL,2025ICIND,,1464.0,ICIND,INGENIERÍA CIVIL EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C19J1V2,11.0,S/I,S/I,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
7116.0,ICMEC-2025-11,1465-2025,2025-1465,2025-I71S1C20J1V2,2025-I71S1C20,2025-I71S1C20J1,1465.0,2025.0,2025.0,,INGENIERÍA CIVIL EN MECÁNICA,1.0,1.0,OK,14652025.0,I71S1C20,I71S1C20J1V2,2025I71S1C20J1V2,INGENIERIA CIVIL EN MECANICA,2025ICMEC,,1465.0,ICMEC,INGENIERÍA CIVIL EN MECÁNICA,I71S1C20J1V2,11.0,S/I,S/I,44.0,44.0,40.0,DPTO DE INGENIERÍA MECÁNICA,FACULTAD DE INGENIERÍA,40.0
7117.0,ICMET-2025-11,1466-2025,2025-1466,2025-I71S1C21J1V2,2025-I71S1C21,2025-I71S1C21J1,1466.0,2025.0,2025.0,,INGENIERÍA CIVIL EN METALURGIA,1.0,1.0,OK,14662025.0,I71S1C21,I71S1C21J1V2,2025I71S1C21J1V2,INGENIERIA CIVIL EN METALURGIA,2025ICMET,,1466.0,ICMET,INGENIERÍA CIVIL EN METALURGIA,I71S1C21J1V2,11.0,S/I,S/I,42.0,42.0,40.0,DPTO DE INGENIERÍA METALÚRGICA,FACULTAD DE INGENIERÍA,40.0
7118.0,ICMIN-2025-11,1467-2025,2025-1467,2025-I71S1C17J1V2,2025-I71S1C17,2025-I71S1C17J1,1467.0,2025.0,2025.0,,INGENIERÍA CIVIL EN MINAS,1.0,1.0,OK,14672025.0,I71S1C17,I71S1C17J1V2,2025I71S1C17J1V2,INGENIERIA CIVIL EN MINAS,2025ICMIN,,1467.0,ICMIN,INGENIERÍA CIVIL EN MINAS,I71S1C17J1V2,11.0,S/I,S/I,48.0,48.0,40.0,DPTO DE INGENIERÍA EN MINAS,FACULTAD DE INGENIERÍA,40.0
7119.0,ICOBR-2025-11,1468-2025,2025-1468,2025-I71S1C18J1V2,2025-I71S1C18,2025-I71S1C18J1,1468.0,2025.0,2025.0,,INGENIERÍA CIVIL EN OBRAS CIVILES,1.0,1.0,OK,14682025.0,I71S1C18,I71S1C18J1V2,2025I71S1C18J1V2,INGENIERIA CIVIL EN OBRAS CIVILES,2025ICOBR,,1468.0,ICOBR,INGENIERÍA CIVIL EN OBRAS CIVILES,I71S1C18J1V2,11.0,S/I,S/I,49.0,49.0,40.0,DPTO DE ING. EN OBRAS CIVILES,FACULTAD DE INGENIERÍA,40.0
7120.0,ICQUIM-2025-11,1469-2025,2025-1469,2025-I71S1C22J1V2,2025-I71S1C22,2025-I71S1C22J1,1469.0,2025.0,2025.0,,INGENIERÍA CIVIL EN QUÍMICA,1.0,1.0,OK,14692025.0,I71S1C22,I71S1C22J1V2,2025I71S1C22J1V2,INGENIERIA CIVIL EN QUIMICA,2025ICQUIM,,1469.0,ICQUIM,INGENIERÍA CIVIL EN QUÍMICA,I71S1C22J1V2,11.0,S/I,S/I,47.0,47.0,40.0,DPTO DE INGENIERÍA QUÍMICA,FACULTAD DE INGENIERÍA,40.0
7121.0,ICIND-2025-8,1470-2025,2025-1470,2025-I71S1C120J4V1,2025-I71S1C120,2025-I71S1C120J4,1470.0,2025.0,2025.0,,INGENIERÍA CIVIL INDUSTRIAL - PROSECUCIÓN- NO PRESENCIAL,2.0,4.0,NO,14702025.0,I71S1C120,I71S1C120J4V1,2025I71S1C120J4V1,PLAN ESPECIAL INGENIERIA CIVIL INDUSTRIAL,2025ICIND,,1470.0,ICIND,INGENIERÍA CIVIL EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C120J4V1,8.0,S/I,S/I,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
7122.0,IEIND-2025-7,1471-2025,2025-1471,2025-I71S1C127J4V1,2025-I71S1C127,2025-I71S1C127J4,1471.0,2025.0,2025.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL - PROSECUCIÓN- NO PRESENCIAL,1.0,4.0,NO,14712025.0,I71S1C127,I71S1C127J4V1,2025I71S1C127J4V1,PLAN ESPECIAL INGENIERIA DE EJECUCION INDUSTRIAL,2025IEIND,,1471.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C127J4V1,7.0,S/I,S/I,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
